time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-09T23:06:50.760Z,-17.0383,-174.0031,93.61,5.2,mb,,51,4.375,0.66,us,us70003j3p,2019-05-10T04:35:17.040Z,"123km SSW of Hihifo, Tonga",earthquake,8.1,4.8,0.025,540,reviewed,us,us
2019-05-09T22:43:22.960Z,31.7987,131.8702,22,5.7,mww,,24,1.566,0.72,us,us70003j3g,2019-05-13T03:47:53.180Z,"44km ESE of Miyazaki-shi, Japan",earthquake,5.8,1.7,0.046,46,reviewed,us,us
2019-05-09T22:37:59.174Z,56.7501,-156.7609,75.5,3.3,ml,,,,0.44,ak,ak0195xpnczb,2019-05-10T05:06:10.040Z,"124km NW of Chirikof Island, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-05-09T22:21:39.411Z,-21.204,-70.0699,49.59,4.5,mwr,,160,0.566,0.49,us,us70003j37,2019-05-10T06:20:05.791Z,"99km N of Tocopilla, Chile",earthquake,3.7,9.8,,,reviewed,us,guc
2019-05-09T21:46:40.766Z,-8.2984,150.1735,35,5,mb,,86,3.174,0.54,us,us70003j2y,2019-05-10T05:24:55.040Z,"217km ENE of Popondetta, Papua New Guinea",earthquake,9.5,2,0.047,146,reviewed,us,us
2019-05-09T21:37:13.129Z,49.7151,155.8938,35,5.1,mww,,55,3.58,0.65,us,us70003j2t,2019-05-13T03:38:09.231Z,"108km S of Severo-Kuril'sk, Russia",earthquake,7.3,1.8,0.073,18,reviewed,us,us
2019-05-09T21:30:58.980Z,39.3531667,-123.2293333,3.4,2.61,md,31,60,0.1428,0.09,nc,nc73179440,2019-05-10T17:24:18.940Z,"10km NNW of Redwood Valley, CA",earthquake,0.21,1.55,0.205,38,reviewed,nc,nc
2019-05-09T17:23:24.193Z,11.7804,-86.5766,82.02,4.4,mb,,130,0.446,1.03,us,us70003iy3,2019-05-10T04:52:09.668Z,"6km W of Masachapa, Nicaragua",earthquake,6,6.4,0.047,130,reviewed,us,us
2019-05-09T16:57:04.882Z,66.2931,-156.8221,0,3,ml,,,,1.18,ak,ak0195xm6zbn,2019-05-10T18:45:54.040Z,"71km SSW of Kobuk, Alaska",earthquake,,2,,,automatic,ak,ak
2019-05-09T16:56:44.546Z,66.3043,-157.1806,3.5,2.8,ml,,,,0.71,ak,ak0195xm6sx3,2019-05-10T16:40:35.040Z,"68km SSW of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-09T16:19:27.558Z,31.1457,-103.2883,9.52,2.7,ml,,55,0.227,0.49,us,us70003ivq,2019-05-10T15:40:06.040Z,"36km SSE of Pecos, Texas",earthquake,1.4,8.3,0.097,80,reviewed,us,us
2019-05-09T15:57:28.676Z,60.8884,-150.7039,24.9,3.2,ml,,,,0.7,ak,ak0195xlljtc,2019-05-10T15:59:15.411Z,"44km N of Sterling, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-09T15:12:26.420Z,19.3426,-67.6006,66,2.82,md,5,265,0.9658,0.11,pr,pr2019129007,2019-05-10T15:08:25.040Z,"99km NW of San Antonio, Puerto Rico",earthquake,5.03,11.1,0.14,4,reviewed,pr,pr
2019-05-09T12:15:22.156Z,-10.2883,161.1918,43.73,4.8,mb,,107,1.488,0.7,us,us70003iss,2019-05-09T12:41:16.040Z,"81km WNW of Kirakira, Solomon Islands",earthquake,10.2,8.5,0.077,53,reviewed,us,us
2019-05-09T09:36:45.087Z,54.0481,-153.3142,25.78,4.1,mb,,178,2.221,0.53,us,us70003irx,2019-05-09T16:41:59.182Z,"246km SE of Chirikof Island, Alaska",earthquake,9.9,5.4,0.093,32,reviewed,us,us
2019-05-09T08:50:12.531Z,62.8241,-148.4565,53.92,3.1,ml,,37,0.612,0.66,us,us70003irh,2019-05-09T09:10:26.040Z,"68km SSE of Cantwell, Alaska",earthquake,3.4,12,0.028,172,reviewed,us,us
2019-05-09T07:55:06.788Z,67.307,-143.7399,10.1,2.7,ml,,,,0.65,ak,ak0195xgtlyz,2019-05-09T08:14:41.040Z,"100km NE of Fort Yukon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-09T07:14:42.459Z,40.642,-127.4951,10,3.2,ml,,266,2.581,1.04,us,us70003iqs,2019-05-10T03:59:02.119Z,"273km W of Ferndale, California",earthquake,11.5,2,0.053,46,reviewed,us,us
2019-05-09T06:14:46.424Z,31.2002,-116.4618,8.87,3.8,mwr,,213,0.61,0.93,us,us70003iqi,2019-05-11T05:58:27.702Z,"54km NW of Camalu, Mexico",earthquake,3.6,3.4,,4,reviewed,us,ci
2019-05-09T05:50:23.087Z,66.2251,-157.1981,1,2.5,ml,,,,0.7,ak,ak0195xflpau,2019-05-09T06:17:12.040Z,"77km S of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-09T05:42:07.998Z,66.3204,-157.4743,12.7,3.1,ml,,,,0.9,ak,ak0195xfjyaa,2019-05-09T06:05:42.040Z,"68km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-09T05:29:58.632Z,66.3011,-157.2387,7.6,4.3,ml,,,,0.66,ak,ak0195xfh9zo,2019-05-09T05:58:40.325Z,"66km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-09T05:05:33.520Z,18.999,-64.7055,69,3.04,md,5,341,1.4288,0.73,pr,pr2019129004,2019-05-09T09:05:23.040Z,"57km N of Road Town, British Virgin Islands",earthquake,12.93,27.79,0.47,5,reviewed,pr,pr
2019-05-09T04:44:16.605Z,-23.9584,-179.8277,521.06,4.5,mb,,132,6.492,0.77,us,us70003ipu,2019-05-09T05:00:21.040Z,"South of the Fiji Islands",earthquake,12.5,7.9,0.061,78,reviewed,us,us
2019-05-09T02:47:04.269Z,16.1522,-94.3698,76.45,4.1,mb,,168,2.149,0.97,us,us70003ip4,2019-05-09T03:03:55.040Z,"25km SW of Chahuite, Mexico",earthquake,10.5,19.1,0.107,24,reviewed,us,us
2019-05-09T00:13:05.880Z,44.5425,-115.0365,9.09,2.67,ml,12,74,0.732,0.19,mb,mb80343154,2019-05-09T03:15:37.600Z,"64km W of Challis, Idaho",earthquake,0.52,0.96,0.144,14,reviewed,mb,mb
2019-05-08T22:24:20.127Z,58.6376,-143.2507,2,2.7,ml,,,,0.67,ak,ak0195w2156d,2019-05-14T01:50:28.220Z,"165km SSW of Cape Yakataga, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-05-08T21:29:37.050Z,32.6576667,-118.1076667,27.04,2.89,ml,45,210,0.4104,0.24,ci,ci38352055,2019-05-14T02:45:56.143Z,"29km SE of San Clemente Is. (SE tip), CA",earthquake,0.62,0.42,0.148,23,reviewed,ci,ci
2019-05-08T19:28:06.966Z,53.5562,-164.7134,18.9,3.4,ml,,,,0.47,ak,ak0195w09oh6,2019-05-14T01:50:18.120Z,"94km SE of Akutan, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-05-08T17:31:46.060Z,35.9181667,-84.2191667,12.05,2.57,md,18,87,0.205,0.17,se,se60270626,2019-05-09T09:54:14.112Z,"7km WNW of Farragut, Tennessee",earthquake,0.36,1.24,0.02,11,reviewed,se,se
2019-05-08T16:58:54.838Z,-6.6108,154.8822,10,5,mb,,68,3.619,0.96,us,us70003iha,2019-05-08T23:17:47.040Z,"74km WSW of Panguna, Papua New Guinea",earthquake,8.5,1.9,0.075,56,reviewed,us,us
2019-05-08T16:32:12.001Z,26.8802,126.7861,92.95,4.4,mb,,144,1.328,0.78,us,us70003ifh,2019-05-08T22:44:20.040Z,"114km WNW of Ishikawa, Japan",earthquake,11.3,9.7,0.126,18,reviewed,us,us
2019-05-08T16:14:59.220Z,33.2133333,-116.0665,10.63,3.48,ml,129,26,0.09488,0.21,ci,ci38351319,2019-05-09T16:17:05.526Z,"10km NE of Ocotillo Wells, CA",earthquake,0.11,0.32,0.155,272,reviewed,ci,ci
2019-05-08T16:14:26.641Z,52.2955,-174.3985,198.7,3.2,ml,,,,0.79,ak,ak0195vyeeyw,2019-05-14T01:50:43.989Z,"17km NW of Atka, Alaska",earthquake,,1,,,reviewed,ak,ak
2019-05-08T15:58:26.370Z,18.7403,-66.5791,65,2.54,md,7,292,0.4307,0.23,pr,pr2019128012,2019-05-08T19:11:01.951Z,"31km N of Garrochales, Puerto Rico",earthquake,2.38,2.46,0.14,6,reviewed,pr,pr
2019-05-08T15:52:45.326Z,56.2779,-149.2645,1.8,2.6,ml,,,,0.66,ak,ak0195vy160k,2019-05-14T01:50:43.301Z,"254km SE of Kodiak, Alaska",earthquake,,1,,,reviewed,ak,ak
2019-05-08T15:48:46.753Z,24.8945,122.4791,125.07,4.4,mb,,53,0.644,0.94,us,us70003id4,2019-05-08T21:49:25.040Z,"70km NW of Yonakuni, Japan",earthquake,4.1,4.5,0.068,63,reviewed,us,us
2019-05-08T15:12:29.471Z,51.4661,-178.4626,33.92,2.5,ml,,249,0.353,0.42,us,us70003ks8,2019-05-14T03:23:52.040Z,"50km ENE of Amatignak Island, Alaska",earthquake,4,5,,,reviewed,us,ak
2019-05-08T15:00:22.379Z,-3.8413,35.7691,10,4.1,mb,,146,2.706,0.53,us,us70003ilh,2019-05-09T05:24:08.008Z,"19km N of Magugu, Tanzania",earthquake,10.9,2,0.301,3,reviewed,us,us
2019-05-08T14:57:00.079Z,-19.0669,167.4577,10,5,mb,,75,3.136,1.3,us,us70003ic7,2019-05-08T15:16:33.040Z,"173km SSW of Port-Vila, Vanuatu",earthquake,10.1,1.9,0.083,47,reviewed,us,us
2019-05-08T14:14:49.726Z,67.2114,-143.6708,19.9,2.5,ml,,,,0.54,ak,ak0195vx7lje,2019-05-14T01:50:04.645Z,"99km NE of Fort Yukon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T14:08:56.936Z,55.4519,-152.2724,10,3.6,mb,,210,1.544,0.79,us,us70003ibg,2019-05-14T01:50:03.830Z,"214km E of Chirikof Island, Alaska",earthquake,7,2,0.289,3,reviewed,us,us
2019-05-08T13:47:18.488Z,-15.8336,-75.1857,10,5.8,mww,,131,4.147,0.84,us,us70003ib5,2019-05-14T03:42:56.876Z,"69km S of Minas de Marcona, Peru",earthquake,8.3,1.9,0.063,24,reviewed,us,us
2019-05-08T13:20:46.340Z,19.2555,-68.7516,42,2.63,md,9,200,0.4379,0.53,pr,pr2019128010,2019-05-09T05:57:34.040Z,"40km ENE of Miches, Dominican Republic",earthquake,2.61,5.58,0.65,6,reviewed,pr,pr
2019-05-08T12:25:14.575Z,45.851,-111.385,5,3,ml,,89,0.306,0.41,us,us70003iaa,2019-05-11T04:12:18.693Z,"4km W of Manhattan, Montana",earthquake,1.7,1.7,0.057,40,reviewed,us,us
2019-05-08T12:15:16.725Z,-1.79,122.6399,10,4.7,mb,,49,0.754,1.04,us,us70003ia5,2019-05-08T12:37:05.040Z,"94km S of Luwuk, Indonesia",earthquake,6.6,1.9,0.099,31,reviewed,us,us
2019-05-08T12:13:51.963Z,53.5204,-166.071,23.7,3.5,ml,,,,0.34,ak,ak0195vw0ix8,2019-05-14T01:49:58.247Z,"49km SE of Unalaska, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T11:41:16.746Z,61.5144,-149.939,42.7,2.8,ml,,,,0.53,ak,ak0195vvl0gt,2019-05-14T01:51:52.267Z,"8km SW of Big Lake, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-05-08T11:21:33.354Z,61.3777,-149.9312,33.5,2.9,ml,,,,0.62,ak,ak0195vvgre5,2019-05-14T01:54:39.713Z,"16km S of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T10:20:07.285Z,54.8736,-161.3406,46.6,2.9,ml,,,,0.34,ak,ak0195vuv252,2019-05-14T01:49:50.772Z,"74km SW of Sand Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-05-08T09:40:05.020Z,18.84,-65.4593,32,3.02,md,12,312,0.7993,0.17,pr,pr2019128009,2019-05-08T15:54:50.701Z,"58km NNE of Luquillo, Puerto Rico",earthquake,1.18,6.6,0.21,9,reviewed,pr,pr
2019-05-08T07:40:33.550Z,19.4585,-65.0376,40,2.86,md,10,334,1.5463,0.26,pr,pr2019128007,2019-05-08T15:48:38.364Z,"123km NNW of Road Town, British Virgin Islands",earthquake,2.36,16.49,0.15,6,reviewed,pr,pr
2019-05-08T07:38:36.932Z,-17.7437,-173.2439,95.25,4.7,mb,,91,3.416,1.49,us,us70003i85,2019-05-08T07:58:11.040Z,"127km NE of Neiafu, Tonga",earthquake,12.4,8.2,0.11,25,reviewed,us,us
2019-05-08T05:34:34.736Z,8.8532,126.5438,49.41,4.7,mb,,116,2.013,0.87,us,us70003i7p,2019-05-08T05:55:50.040Z,"26km E of Aras-asan, Philippines",earthquake,10.7,7.6,0.081,46,reviewed,us,us
2019-05-08T05:15:30.960Z,18.8171,-65.4736,24,2.5,md,10,318,0.7723,0.35,pr,pr2019128005,2019-05-08T08:07:47.601Z,"55km NNE of Luquillo, Puerto Rico",earthquake,1.95,22.99,0.48,9,reviewed,pr,pr
2019-05-08T05:02:39.500Z,18.1123,-68.4108,71,2.82,md,6,211,1.3055,0.33,pr,pr2019128003,2019-05-08T08:06:59.265Z,"36km SE of Boca de Yuma, Dominican Republic",earthquake,2.87,4.55,0.16,5,reviewed,pr,pr
2019-05-08T04:57:04.321Z,55.9721,-149.8847,9.8,3.4,ml,,,,0.65,ak,ak0195vrie0j,2019-05-14T01:49:39.942Z,"254km SE of Kodiak, Alaska",earthquake,,3.6,,,reviewed,ak,ak
2019-05-08T03:01:07.893Z,11.651,125.5791,77,4.6,mb,,138,9.507,0.87,us,us70003i6i,2019-05-08T03:59:14.983Z,"13km ENE of Lalauigan, Philippines",earthquake,14.2,8.1,0.07,61,reviewed,us,us
2019-05-08T02:30:10.800Z,19.2138,-64.963,91,2.69,md,5,342,1.3904,0.31,pr,pr2019128001,2019-05-14T01:39:14.040Z,"95km NNW of Road Town, British Virgin Islands",earthquake,6.46,11.99,0.27,5,reviewed,pr,pr
2019-05-08T02:02:02.065Z,58.6033,-145.3545,10,2.5,ml,,253,1.412,0.56,us,us70003ks4,2019-05-14T03:10:09.040Z,"108km SSE of Middleton Island, Alaska",earthquake,4.3,2,0.038,92,reviewed,us,us
2019-05-08T01:42:40.642Z,-19.9695,169.5475,96.79,4.7,mb,,112,3.279,0.68,us,us70003i5u,2019-05-14T01:35:20.040Z,"54km SSE of Isangel, Vanuatu",earthquake,10.8,8,0.1,30,reviewed,us,us
2019-05-08T00:26:16.048Z,57.3101,-155.7647,8.7,3.4,ml,,,,0.69,ak,ak0195voy1ch,2019-05-14T01:49:24.803Z,"113km WSW of Larsen Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T00:20:01.411Z,40.0562,142.0449,53.1,4.6,mb,,142,1.047,0.8,us,us70003i5b,2019-05-08T01:06:21.279Z,"47km N of Miyako, Japan",earthquake,6,5.8,0.054,100,reviewed,us,us
2019-05-07T23:49:25.801Z,62.9418,-150.842,104,3,ml,,,,0.56,ak,ak0195uf8lmn,2019-05-08T00:31:30.040Z,"78km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-07T22:26:48.740Z,19.8246,-66.7673,44,3.22,md,8,318,1.3999,0.22,pr,pr2019127009,2019-05-12T02:02:10.040Z,"137km N of Isabela, Puerto Rico",earthquake,2.21,15.04,0.13,8,reviewed,pr,pr
2019-05-07T21:46:35.007Z,61.3899,-149.9242,37,3.8,ml,,,,0.7,ak,ak0195ue13zz,2019-05-08T22:36:17.875Z,"14km S of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-07T21:31:13.350Z,35.6635,-121.2198333,8.57,2.47,md,46,173,0.06189,0.09,nc,nc73178555,2019-05-08T22:39:04.281Z,"4km NW of San Simeon, CA",earthquake,0.21,0.34,0.145,59,reviewed,nc,nc
2019-05-07T20:27:17.307Z,32.8648,-100.9142,1.96,2.9,mb_lg,,36,0.028,0.48,us,us70003i1i,2019-05-09T13:48:17.268Z,"16km N of Snyder, Texas",earthquake,1.3,6,0.053,94,reviewed,us,us
2019-05-07T20:25:22.011Z,3.8012,92.6584,10,4.4,mb,,85,4.504,0.54,us,us70003i1l,2019-05-08T14:32:47.040Z,"Off the west coast of northern Sumatra",earthquake,7.9,1.9,0.079,51,reviewed,us,us
2019-05-07T18:52:44.372Z,61.3595,-149.9864,20,2.9,ml,,,,0.76,ak,ak0195uca49z,2019-05-08T14:16:56.040Z,"15km S of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-07T17:58:31.987Z,44.5053,148.1712,62.47,4.7,mb,,126,4.022,0.79,us,us70003hyq,2019-05-08T14:11:32.040Z,"84km SSE of Kuril'sk, Russia",earthquake,7.8,6.4,0.035,244,reviewed,us,us
2019-05-07T17:33:28.607Z,-28.7722,-176.8379,10,4.9,mb,,86,9.662,0.9,us,us70003hz0,2019-05-08T13:55:31.040Z,"117km ENE of Raoul Island, New Zealand",earthquake,11.9,1.2,0.081,48,reviewed,us,us
2019-05-07T15:16:52.360Z,33.3186667,-116.4186667,7.68,2.49,ml,98,32,0.04389,0.19,ci,ci38349551,2019-05-07T20:32:28.480Z,"8km NNW of Borrego Springs, CA",earthquake,0.12,0.42,0.158,98,reviewed,ci,ci
2019-05-07T14:42:23.353Z,35.3794,142.6179,10,4.8,mww,,102,2.887,0.68,us,us70003hwt,2019-05-07T16:43:26.040Z,"166km ESE of Hasaki, Japan",earthquake,8.2,1.9,0.069,20,reviewed,us,us
2019-05-07T14:32:09.600Z,19.5318,-68.2521,33,3.2,md,9,302,1.026,0.44,pr,pr2019127007,2019-05-07T17:13:25.040Z,"98km N of Punta Cana, Dominican Republic",earthquake,4.08,27.82,0.09,5,reviewed,pr,pr
2019-05-07T13:05:38.574Z,67.6495,-163.5473,10.1,2.8,ml,,,,0.89,ak,ak0195u90v5e,2019-05-07T15:10:07.040Z,"26km WNW of Noatak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-07T13:04:37.141Z,-20.2623,-66.6421,248.7,4.4,mb,,77,2.361,0.54,us,us70003hw2,2019-05-07T22:24:08.436Z,"29km NE of Uyuni, Bolivia",earthquake,12.5,23.5,0.31,3,reviewed,us,us
2019-05-07T09:27:04.270Z,32.8053333,-115.586,10.07,2.55,ml,49,53,0.04893,0.25,ci,ci38349279,2019-05-10T22:06:20.134Z,"3km NW of El Centro, CA",earthquake,0.23,0.51,0.156,67,reviewed,ci,ci
2019-05-07T08:24:12.885Z,10.7841,93.5461,78.81,4.6,mb,,94,1.17,0.92,us,us70003hv8,2019-05-07T13:33:55.302Z,"130km SE of Port Blair, India",earthquake,8.6,4,0.084,42,reviewed,us,us
2019-05-07T07:19:12.832Z,2.6024,122.4544,529.99,4.8,mb,,75,2.233,0.62,us,us70003huw,2019-05-07T07:34:25.040Z,"195km NE of Kali, Indonesia",earthquake,9.4,5.9,0.085,43,reviewed,us,us
